Latitude,Longitude,DBH,Tree_Height,Crown_Width_North_South,Crown_Width_East_West,Slope,Elevation,Temperature,Humidity,Soil_TN,Soil_TP,Soil_AP,Soil_AN,Menhinick_Index,Gleason_Index,Disturbance_Level,Fire_Risk_Index,Health_Status
0.37173493119988554,0.18260940882509513,0.26226862158832187,0.6727867675062276,0.5732729842007713,0.3901175747318739,0.6481038603459239,0.03861004483670909,0.7230837429690788,0.9140257389885615,0.3731716432056039,0.5333115301637589,0.6547429243945938,0.9754116132770854,0.07196423579998798,0.4995527922224159,0.004153736102468235,0.8151024525020335,healthy
0.9507546241247168,0.5407399491364591,0.24750940273661579,0.7969011610796584,0.8072431984474697,0.47046678191799673,0.17129506982095588,0.18678112007609993,0.6899586994973126,0.5255954905424733,0.33239113636220147,0.13785447898082756,0.07902692838844202,0.015878869799395103,0.08829225246700864,0.7467244586364437,7.779079447316244e-05,0.68019886724565,very healthy
0.7309540827361076,0.8730491206256006,0.9082326829211813,0.2500885269067408,0.761868283791068,0.8542007704627588,0.8726833661891045,0.8321167621297687,0.0959170076597268,0.725254621331147,0.17543364215529167,0.5915717999419751,0.24173176713154465,0.9486790977565221,0.651640901605914,0.5625735861735482,0.4725321564722613,0.8915116848193817,healthy
0.5969601320493094,0.7317907482708683,0.2500824404713464,0.624905409898795,0.15422101485078235,0.33611742932356337,0.6128938639644147,0.7675530365538885,0.926247637842507,0.43623436921916775,0.607094538450165,0.31488691135951885,0.7744157454711984,0.3682603145842253,0.48635754211019466,0.08302480786725647,0.029073315588244292,0.4501437903730819,unhealthy
0.15213425838771127,0.806410904963784,0.2725351556891111,0.5717190177699414,0.14955994646410822,0.869406974001735,0.15608265838839527,0.35087055682410156,0.5706431745475868,0.6303269411062427,0.4762859236054429,0.0522339902171216,0.5288069704376509,0.008778611961862384,0.7902924569586206,0.18534184388613684,0.9753558071183063,0.8963443676604457,unhealthy
0.15211001916144268,0.6580687503720137,0.7610539286832766,0.8330897921076097,0.26875677177425117,0.08251447281501452,0.9628041876338951,0.3770735082741622,0.3650267048005884,0.34070969575460125,0.8658574478676553,0.9492793108891109,0.929092947481175,0.6895397269081046,0.916338969768217,0.2191027858916459,0.22205762505847026,0.8681245713356973,healthy
0.053715566241432755,0.691689861041513,0.4507156260272359,0.9064268302774052,0.3618695512994782,0.7759168596290749,0.5179562831575947,0.5340270518463391,0.7595084846764517,0.3012711801658596,0.031206165032483038,0.6418606326872798,0.4286215474599647,0.9816498066429171,0.3876341677940893,0.2576536939459908,0.47293386808449456,0.43917658462673553,healthy
0.8657989616537892,0.8492082327624337,0.7784042339060931,0.011515998651985326,0.40935874488109003,0.8471528481821672,0.07161101505796928,0.0,0.25821481162422383,0.5784937639115457,0.6437423327615668,0.8774830238033577,0.8707901954583193,0.9666980132280508,0.5959929228913592,0.5653112512089039,0.060952399622653905,0.38169842240469065,healthy
0.5994287914511179,0.24739095270751266,0.06549801448850898,0.6741051368769766,0.6812205868370543,0.1768422858773479,0.6266375722832399,0.24132581622893967,0.6962119844705148,0.4983497621318889,0.7629746896928579,0.6764547265204695,0.4488763174554038,0.1600015857789849,0.5001343247012073,0.5038499823290655,0.5223720796627039,0.9354108095638854,healthy
0.7069145802599269,0.4880635560528832,0.48863003938292704,0.051238549797517255,0.05677924550724775,0.4270811784319516,0.25226694000299166,0.20826911496652228,0.0396359391474265,0.5798010628620949,0.7595079777080292,0.3571197214477034,0.9805009481884329,0.18036305561367,0.9817779100561649,0.20292841462724065,0.3801229038405934,0.7169572426366535,healthy
0.016031254482150703,0.21882370035118592,0.03367574153341344,0.5488065948479093,0.03472119588075992,0.16041213188210318,0.8038468076290917,0.2505767890700739,0.8427299782791517,0.28676479743226985,0.8862563258950763,0.5129522930352569,0.9610382948021949,0.5656129792755101,0.8310233100313383,0.06727100449216994,0.04445660549933313,0.9308272235532996,unhealthy
0.9700449693795673,0.9882094245867754,0.0627791038469423,0.2872941228647453,0.39277589546739666,0.7052395766403172,0.8180032844799467,0.8067428923461842,0.4498307646693126,0.3671060458204644,0.7290164325497233,0.6761452272532943,0.32875667004319203,0.6375579486750861,0.9117989638422416,0.1711883638309007,0.3352415463137167,0.7990703569730501,healthy
